chutes_1,chutes_2,chutes_no_alvo_1,chutes_no_alvo_2,posse_de_bola_1,posse_de_bola_2,passes_1,passes_2,precisao_passes_1,precisao_passes_2,faltas_1,faltas_2,cartao_amarelo_1,cartao_amarelo_2,cartao_vermelho_1,cartao_vermelho_2,impedimentos_1,impedimentos_2,escanteios_1,escanteios_2,resultado
10,14,0,0,0.62,0.38,589,350,0.8034264184397164,0.8052482269503546,16,15,6,1,0,0,1,1,2,7,2
8,17,0,0,0.47,0.53,384,412,0.8034264184397164,0.8052482269503546,15,14,1,0,0,0,0,0,4,13,1
8,13,0,0,0.23,0.77,231,745,0.8034264184397164,0.8052482269503546,9,6,1,0,0,0,0,5,2,9,1
4,16,0,0,0.32,0.68,248,520,0.8034264184397164,0.8052482269503546,22,22,2,5,0,0,1,1,2,6,1
15,11,4,3,0.59,0.41,501,345,0.8034264184397164,0.8052482269503546,10,7,3,2,0,0,1,3,6,4,0
5,16,2,2,0.67,0.33,638,304,0.8034264184397164,0.8052482269503546,10,12,2,2,0,0,1,3,1,7,0
20,9,7,5,0.62,0.38,512,306,0.8034264184397164,0.8052482269503546,18,15,5,1,0,0,2,2,8,5,1
8,13,5,3,0.37,0.63,321,533,0.8034264184397164,0.8052482269503546,10,13,0,1,0,0,0,0,5,5,1
11,4,6,0,0.51,0.49,456,458,0.8034264184397164,0.8052482269503546,13,17,0,2,0,0,2,1,4,2,1
12,12,2,1,0.37,0.63,321,573,0.8034264184397164,0.8052482269503546,6,15,0,2,0,0,2,2,7,4,0
28,11,9,5,0.39,0.61,290,473,0.8034264184397164,0.8052482269503546,11,11,0,0,0,1,4,1,14,3,1
15,16,5,10,0.48,0.52,378,399,0.8034264184397164,0.8052482269503546,16,19,2,0,0,0,2,5,2,3,1
9,20,0,9,0.47,0.53,415,450,0.8034264184397164,0.8052482269503546,19,13,5,2,0,0,1,1,4,6,1
17,17,9,7,0.39,0.61,315,494,0.8034264184397164,0.8052482269503546,13,17,2,1,0,0,1,1,6,6,1
23,7,11,3,0.53,0.47,378,338,0.8034264184397164,0.8052482269503546,17,24,4,6,0,0,2,1,4,3,1
20,8,11,0,0.66,0.34,641,332,0.8034264184397164,0.8052482269503546,13,11,1,2,0,0,1,0,7,4,2
11,6,4,1,0.44,0.56,313,393,0.8034264184397164,0.8052482269503546,16,13,1,1,0,0,1,2,3,4,1
16,9,10,3,0.6,0.4,378,253,0.8034264184397164,0.8052482269503546,13,23,4,1,0,1,3,3,10,5,1
12,14,4,3,0.53,0.47,473,419,0.8034264184397164,0.8052482269503546,6,13,1,0,0,0,2,0,4,3,2
6,18,4,1,0.39,0.61,372,566,0.8034264184397164,0.8052482269503546,16,11,3,2,1,0,3,0,3,5,2
20,15,3,5,0.61,0.39,420,293,0.8034264184397164,0.8052482269503546,18,23,0,6,0,0,3,4,12,5,2
15,11,3,6,0.6,0.4,648,446,0.8034264184397164,0.8052482269503546,12,15,0,1,0,0,1,1,6,1,1
17,10,5,5,0.56,0.44,457,364,0.8034264184397164,0.8052482269503546,14,20,3,3,0,0,2,1,7,5,0
11,8,4,0,0.56,0.44,444,352,0.8034264184397164,0.8052482269503546,16,10,1,2,0,0,1,2,5,6,1
13,18,6,7,0.58,0.42,421,299,0.8034264184397164,0.8052482269503546,11,11,3,2,0,0,1,3,7,3,1
8,10,5,1,0.37,0.63,323,571,0.8034264184397164,0.8052482269503546,13,16,3,1,0,0,1,2,9,3,1
12,16,3,8,0.53,0.47,364,347,0.8034264184397164,0.8052482269503546,19,16,3,3,0,0,7,4,9,6,2
15,10,5,7,0.32,0.68,277,564,0.8034264184397164,0.8052482269503546,14,16,2,2,0,0,1,2,6,6,0
14,13,4,6,0.57,0.43,556,430,0.8034264184397164,0.8052482269503546,12,10,0,1,0,0,0,3,5,5,0
14,15,5,8,0.48,0.52,403,430,0.8034264184397164,0.8052482269503546,23,11,2,0,0,0,5,5,5,9,2
14,13,2,1,0.45,0.55,427,509,0.8034264184397164,0.8052482269503546,14,8,3,2,0,0,0,1,6,9,2
19,12,10,6,0.67,0.33,499,250,0.8034264184397164,0.8052482269503546,21,13,3,1,1,0,0,2,12,6,1
17,11,10,4,0.52,0.48,382,372,0.8034264184397164,0.8052482269503546,18,20,1,1,0,0,1,1,11,2,1
11,23,3,4,0.42,0.58,388,519,0.8034264184397164,0.8052482269503546,11,16,0,1,1,1,0,3,0,6,1
9,11,2,5,0.51,0.49,392,383,0.8034264184397164,0.8052482269503546,11,15,2,3,0,0,5,1,6,6,1
7,17,2,6,0.44,0.56,363,459,0.8034264184397164,0.8052482269503546,22,18,5,0,0,0,0,5,2,5,1
19,5,4,0,0.51,0.49,442,454,0.8034264184397164,0.8052482269503546,11,9,0,1,0,1,2,0,9,1,1
14,7,3,1,0.65,0.35,600,322,0.8034264184397164,0.8052482269503546,25,26,4,4,0,0,1,0,5,2,1
19,5,2,1,0.65,0.35,423,239,0.8034264184397164,0.8052482269503546,19,19,2,2,0,0,0,4,11,2,0
11,10,2,0,0.59,0.41,537,374,0.8034264184397164,0.8052482269503546,15,13,2,3,0,0,3,1,6,5,1
9,15,3,5,0.47,0.53,363,398,0.8034264184397164,0.8052482269503546,12,20,4,2,0,0,2,1,6,7,0
11,10,3,5,0.55,0.45,436,365,0.8034264184397164,0.8052482269503546,12,13,5,2,0,0,3,2,7,7,1
10,14,4,5,0.38,0.62,332,525,0.8034264184397164,0.8052482269503546,16,8,3,1,0,0,1,2,5,4,2
18,8,8,3,0.6,0.4,462,321,0.8034264184397164,0.8052482269503546,21,27,0,2,0,0,6,4,7,4,1
15,7,7,1,0.54,0.46,394,346,0.8034264184397164,0.8052482269503546,19,16,3,3,0,0,1,1,10,4,0
13,7,3,4,0.46,0.54,390,469,0.8034264184397164,0.8052482269503546,10,20,1,3,0,0,4,4,10,2,1
5,12,3,4,0.43,0.57,331,421,0.8034264184397164,0.8052482269503546,14,17,4,3,0,0,7,1,2,8,1
8,8,3,2,0.62,0.38,594,367,0.8034264184397164,0.8052482269503546,13,9,4,2,0,0,2,2,7,2,1
10,27,6,9,0.42,0.58,357,448,0.8034264184397164,0.8052482269503546,14,10,3,0,0,0,3,2,1,14,2
14,17,5,7,0.39,0.61,302,465,0.8034264184397164,0.8052482269503546,17,16,2,2,0,0,1,2,3,8,1
10,13,4,7,0.64,0.36,536,297,0.8034264184397164,0.8052482269503546,9,20,2,1,1,0,0,4,3,8,1
11,18,3,9,0.49,0.51,371,370,0.8034264184397164,0.8052482269503546,18,14,1,1,0,0,1,1,6,10,1
10,18,7,7,0.53,0.47,414,362,0.8034264184397164,0.8052482269503546,9,22,3,4,0,0,2,0,1,5,2
12,19,4,5,0.41,0.59,362,534,0.8034264184397164,0.8052482269503546,12,18,2,4,1,0,1,0,6,5,1
10,16,3,6,0.44,0.56,322,419,0.8034264184397164,0.8052482269503546,19,24,2,4,0,0,1,3,3,6,1
8,14,3,4,0.51,0.49,378,365,0.8034264184397164,0.8052482269503546,19,15,1,0,0,0,2,2,3,3,1
8,13,4,6,0.47,0.53,358,409,0.8034264184397164,0.8052482269503546,28,14,3,4,0,0,1,1,5,5,0
17,5,7,3,0.66,0.34,467,257,0.8034264184397164,0.8052482269503546,22,8,4,2,0,0,2,3,6,1,1
11,13,6,4,0.56,0.44,492,386,0.8034264184397164,0.8052482269503546,11,15,1,1,0,0,2,1,3,0,1
9,6,1,3,0.58,0.42,480,353,0.8034264184397164,0.8052482269503546,7,20,2,3,0,0,1,2,4,4,1
9,12,3,2,0.62,0.38,523,327,0.8034264184397164,0.8052482269503546,18,17,1,2,0,1,2,1,9,4,0
5,19,3,9,0.3,0.7,264,622,0.8034264184397164,0.8052482269503546,21,11,4,3,0,0,1,1,2,7,1
16,10,2,5,0.57,0.43,495,391,0.8034264184397164,0.8052482269503546,15,12,1,0,0,1,2,3,7,4,2
18,7,5,3,0.64,0.36,643,361,0.8034264184397164,0.8052482269503546,15,16,0,1,0,0,2,0,11,4,1
3,17,1,5,0.53,0.47,441,377,0.8034264184397164,0.8052482269503546,24,21,6,3,0,0,1,2,2,7,1
6,24,2,3,0.31,0.69,243,514,0.8034264184397164,0.8052482269503546,10,11,4,2,1,0,4,2,6,12,2
15,17,3,8,0.55,0.45,456,378,0.8034264184397164,0.8052482269503546,12,10,1,1,1,0,0,2,2,7,0
7,7,3,1,0.57,0.43,465,355,0.8034264184397164,0.8052482269503546,21,14,1,1,0,0,1,3,5,1,0
14,23,3,5,0.44,0.56,380,476,0.8034264184397164,0.8052482269503546,16,12,2,2,0,0,1,2,4,5,1
5,17,2,10,0.48,0.52,362,363,0.8034264184397164,0.8052482269503546,15,24,2,3,0,0,0,1,5,3,1
9,16,5,6,0.45,0.55,406,490,0.8034264184397164,0.8052482269503546,16,14,1,3,0,0,2,3,10,7,1
18,7,2,3,0.47,0.53,470,533,0.8034264184397164,0.8052482269503546,16,9,1,0,0,0,4,6,7,6,1
7,10,1,3,0.47,0.53,323,367,0.8034264184397164,0.8052482269503546,16,14,1,4,1,1,5,2,5,6,0
12,12,2,4,0.51,0.49,494,505,0.8034264184397164,0.8052482269503546,12,17,4,3,0,0,2,1,3,2,2
24,9,6,3,0.66,0.34,601,332,0.8034264184397164,0.8052482269503546,16,15,1,5,0,0,0,0,11,0,2
11,16,4,5,0.51,0.49,415,399,0.8034264184397164,0.8052482269503546,22,20,1,4,0,0,0,0,6,4,1
13,9,4,2,0.58,0.42,560,423,0.8034264184397164,0.8052482269503546,17,13,3,4,0,0,2,3,5,2,0
5,13,0,5,0.55,0.45,434,339,0.8034264184397164,0.8052482269503546,13,18,3,2,0,0,5,3,4,10,0
7,21,4,6,0.41,0.59,309,421,0.8034264184397164,0.8052482269503546,13,11,2,0,0,0,4,2,3,8,2
8,12,3,2,0.4,0.6,312,445,0.8034264184397164,0.8052482269503546,24,12,2,2,0,0,4,4,3,5,2
17,15,5,9,0.38,0.62,271,442,0.8034264184397164,0.8052482269503546,23,14,5,2,0,0,1,2,5,3,2
12,14,4,5,0.39,0.61,240,369,0.8034264184397164,0.8052482269503546,16,25,1,6,0,0,0,1,3,4,0
11,13,6,6,0.57,0.43,483,375,0.8034264184397164,0.8052482269503546,10,19,0,0,0,0,3,1,5,5,2
15,17,7,5,0.45,0.55,442,541,0.8034264184397164,0.8052482269503546,14,12,2,5,0,0,0,0,8,2,0
17,10,3,6,0.6,0.4,453,319,0.8034264184397164,0.8052482269503546,15,10,2,1,0,0,4,4,8,5,2
7,19,3,3,0.43,0.57,360,440,0.8034264184397164,0.8052482269503546,20,11,5,1,0,0,1,1,2,6,1
13,9,4,4,0.68,0.32,536,259,0.8034264184397164,0.8052482269503546,10,17,2,2,0,0,5,6,6,3,1
28,12,5,7,0.66,0.34,553,299,0.8034264184397164,0.8052482269503546,15,17,3,3,0,0,1,2,8,5,1
12,5,6,2,0.47,0.53,390,431,0.8034264184397164,0.8052482269503546,26,23,1,2,0,0,3,2,2,3,0
14,15,5,4,0.49,0.51,423,445,0.8034264184397164,0.8052482269503546,19,20,1,1,0,0,1,0,5,4,2
8,6,2,1,0.48,0.52,392,405,0.8034264184397164,0.8052482269503546,23,21,2,2,0,0,3,0,1,5,1
18,16,1,5,0.52,0.48,444,434,0.8034264184397164,0.8052482269503546,12,15,2,2,1,1,2,2,9,5,1
12,17,6,12,0.47,0.53,396,439,0.8034264184397164,0.8052482269503546,11,18,0,2,0,0,0,4,3,6,1
13,20,2,11,0.48,0.52,329,359,0.8034264184397164,0.8052482269503546,13,21,1,3,0,0,1,3,7,6,1
9,9,3,3,0.43,0.57,416,531,0.8034264184397164,0.8052482269503546,17,13,1,0,0,0,1,0,0,9,2
5,12,2,5,0.47,0.53,398,434,0.8034264184397164,0.8052482269503546,19,21,0,2,0,0,1,0,1,3,1
9,22,2,9,0.45,0.55,333,413,0.8034264184397164,0.8052482269503546,26,15,2,0,0,0,2,2,9,8,1
15,5,6,3,0.57,0.43,564,448,0.8034264184397164,0.8052482269503546,16,16,4,5,0,0,2,0,7,2,2
9,15,6,3,0.48,0.52,342,365,0.8034264184397164,0.8052482269503546,25,12,1,1,0,0,4,0,3,6,0
15,12,11,3,0.48,0.52,473,517,0.8034264184397164,0.8052482269503546,10,11,0,3,0,0,3,2,5,1,1
6,9,2,2,0.44,0.56,365,440,0.8034264184397164,0.8052482269503546,28,21,3,6,1,2,0,3,4,2,2
14,13,3,4,0.42,0.58,375,518,0.8034264184397164,0.8052482269503546,6,23,1,3,1,0,1,0,5,3,2
5,15,3,1,0.32,0.68,237,462,0.8034264184397164,0.8052482269503546,19,24,5,5,0,0,7,2,0,8,2
8,31,2,9,0.27,0.73,231,588,0.8034264184397164,0.8052482269503546,10,11,2,1,0,0,0,1,2,17,2
14,6,1,2,0.61,0.39,480,328,0.8034264184397164,0.8052482269503546,23,14,3,1,0,0,2,1,4,0,1
13,16,2,4,0.68,0.32,553,263,0.8034264184397164,0.8052482269503546,10,14,1,2,0,1,4,0,11,3,0
10,11,5,4,0.53,0.47,394,357,0.8034264184397164,0.8052482269503546,18,23,4,4,0,0,1,3,3,4,1
2,19,1,3,0.42,0.58,351,466,0.8034264184397164,0.8052482269503546,18,12,3,1,0,0,2,0,4,11,1
3,19,0,9,0.33,0.67,342,645,0.8034264184397164,0.8052482269503546,14,14,2,3,0,0,1,2,2,10,1
21,6,7,1,0.56,0.44,439,359,0.8034264184397164,0.8052482269503546,17,16,5,3,0,0,1,2,11,5,0
12,15,2,7,0.53,0.47,464,412,0.8034264184397164,0.8052482269503546,14,17,1,1,0,0,0,5,0,10,1
16,10,5,4,0.61,0.39,395,253,0.8034264184397164,0.8052482269503546,17,20,3,5,0,0,2,1,8,5,0
18,10,3,3,0.56,0.44,525,407,0.8034264184397164,0.8052482269503546,25,14,2,2,0,0,0,3,5,6,0
23,12,7,8,0.31,0.69,202,453,0.8034264184397164,0.8052482269503546,22,14,4,3,1,0,2,6,5,6,0
18,9,5,6,0.51,0.49,353,366,0.8034264184397164,0.8052482269503546,12,23,1,4,0,0,3,4,14,4,2
10,9,1,3,0.41,0.59,282,415,0.8034264184397164,0.8052482269503546,23,15,4,1,0,0,2,2,6,9,2
20,13,6,8,0.52,0.48,518,498,0.8034264184397164,0.8052482269503546,8,17,2,2,0,0,4,1,5,2,1
26,4,6,3,0.43,0.57,359,504,0.8034264184397164,0.8052482269503546,18,13,1,3,0,0,0,4,10,2,0
20,7,5,2,0.73,0.27,620,242,0.8034264184397164,0.8052482269503546,16,18,4,2,0,0,2,1,10,2,0
8,19,3,11,0.27,0.73,257,685,0.8034264184397164,0.8052482269503546,17,9,4,1,1,0,1,2,5,11,2
8,11,1,6,0.62,0.38,484,306,0.8034264184397164,0.8052482269503546,15,12,4,1,0,0,3,0,9,1,1
14,17,5,8,0.48,0.52,414,442,0.8034264184397164,0.8052482269503546,5,18,3,4,0,0,2,0,2,6,1
11,9,3,6,0.57,0.43,503,391,0.8034264184397164,0.8052482269503546,14,27,1,3,0,0,1,1,4,7,0
12,16,6,6,0.41,0.59,291,399,0.8034264184397164,0.8052482269503546,18,16,2,2,0,1,2,2,2,10,2
27,11,9,7,0.67,0.33,569,307,0.8034264184397164,0.8052482269503546,12,14,1,3,0,0,0,2,18,0,2
24,10,6,3,0.64,0.36,485,298,0.8034264184397164,0.8052482269503546,9,13,1,2,0,0,1,3,15,4,2
16,12,5,0,0.41,0.59,360,509,0.8034264184397164,0.8052482269503546,20,13,4,3,0,0,2,0,7,6,2
18,3,3,2,0.62,0.38,490,332,0.8034264184397164,0.8052482269503546,16,14,3,4,0,0,3,5,8,1,2
14,15,6,5,0.62,0.38,621,403,0.8034264184397164,0.8052482269503546,16,9,3,1,0,0,0,1,9,1,2
10,18,4,5,0.32,0.68,251,514,0.8034264184397164,0.8052482269503546,14,16,3,4,0,0,5,3,9,8,2
18,11,3,3,0.74,0.26,600,211,0.8034264184397164,0.8052482269503546,18,21,0,3,0,0,0,0,9,4,0
11,11,1,5,0.47,0.53,346,385,0.8034264184397164,0.8052482269503546,26,9,8,2,0,0,1,1,8,5,1
23,4,7,3,0.61,0.39,587,388,0.8034264184397164,0.8052482269503546,12,20,2,2,0,0,1,1,8,2,2
9,10,8,2,0.37,0.63,276,455,0.8034264184397164,0.8052482269503546,18,14,2,2,0,0,1,5,3,6,2
19,11,9,4,0.63,0.37,621,372,0.8034264184397164,0.8052482269503546,5,11,0,0,0,0,1,2,8,3,0
15,7,6,2,0.57,0.43,461,363,0.8034264184397164,0.8052482269503546,21,19,2,3,0,0,1,2,5,6,1
4,16,0,4,0.56,0.44,471,354,0.8034264184397164,0.8052482269503546,25,16,2,4,1,0,0,1,3,9,0
15,5,4,2,0.42,0.58,334,449,0.8034264184397164,0.8052482269503546,21,24,2,3,0,0,3,9,5,8,2
9,15,3,5,0.68,0.32,455,216,0.8034264184397164,0.8052482269503546,14,22,2,4,0,0,5,0,1,1,1
10,5,3,1,0.36,0.64,332,588,0.8034264184397164,0.8052482269503546,16,14,3,1,0,0,1,3,6,3,0
10,12,3,6,0.38,0.62,334,536,0.8034264184397164,0.8052482269503546,18,20,2,1,0,0,1,1,3,7,1
22,13,5,4,0.67,0.33,533,264,0.8034264184397164,0.8052482269503546,18,12,2,0,0,0,0,2,8,3,0
6,14,2,4,0.47,0.53,292,329,0.8034264184397164,0.8052482269503546,18,19,4,4,0,0,2,5,3,3,2
11,10,6,3,0.43,0.57,407,526,0.8034264184397164,0.8052482269503546,14,16,4,3,0,0,1,3,3,6,1
18,7,5,5,0.4,0.6,368,542,0.8034264184397164,0.8052482269503546,17,13,2,5,0,0,1,7,7,13,1
7,16,5,2,0.49,0.51,486,464,0.8034264184397164,0.8052482269503546,7,18,3,3,0,0,1,1,0,7,2
13,13,6,7,0.55,0.45,439,364,0.8034264184397164,0.8052482269503546,12,12,0,1,0,0,3,6,1,4,1
22,15,7,3,0.73,0.27,704,257,0.8034264184397164,0.8052482269503546,10,18,3,2,0,0,1,1,11,3,0
24,11,9,5,0.7,0.3,588,264,0.8034264184397164,0.8052482269503546,19,18,4,6,0,0,1,1,8,3,2
12,11,5,3,0.56,0.44,409,329,0.8034264184397164,0.8052482269503546,20,26,3,3,0,0,2,1,4,1,1
7,18,5,6,0.38,0.62,286,451,0.8034264184397164,0.8052482269503546,23,16,9,2,0,0,0,4,2,10,0
15,17,6,6,0.52,0.48,438,409,0.8034264184397164,0.8052482269503546,18,21,3,3,0,0,3,0,4,8,0
14,8,3,5,0.49,0.51,295,317,0.8034264184397164,0.8052482269503546,34,22,1,2,0,0,2,4,9,4,1
13,9,3,1,0.6,0.4,531,353,0.8034264184397164,0.8052482269503546,16,21,3,4,0,1,4,1,3,4,0
14,10,7,4,0.32,0.68,239,493,0.8034264184397164,0.8052482269503546,19,13,5,2,0,0,1,6,4,6,2
19,9,6,3,0.51,0.49,418,423,0.8034264184397164,0.8052482269503546,20,24,1,6,0,0,1,1,6,1,1
11,19,5,5,0.51,0.49,460,440,0.8034264184397164,0.8052482269503546,10,19,1,1,0,0,1,2,4,7,1
26,5,9,2,0.72,0.28,638,246,0.8034264184397164,0.8052482269503546,10,20,0,2,0,0,2,2,8,4,1
19,12,5,1,0.55,0.45,510,412,0.8034264184397164,0.8052482269503546,15,13,2,2,0,0,4,3,6,6,2
12,7,1,4,0.63,0.37,464,290,0.8034264184397164,0.8052482269503546,21,31,3,4,0,0,2,1,6,3,2
12,27,4,5,0.48,0.52,407,411,0.8034264184397164,0.8052482269503546,20,12,4,1,0,0,0,1,4,4,0
4,20,2,8,0.29,0.71,265,614,0.8034264184397164,0.8052482269503546,19,25,2,2,0,0,1,2,0,12,2
11,13,4,3,0.42,0.58,341,461,0.8034264184397164,0.8052482269503546,16,24,3,5,0,0,1,1,5,7,2
10,6,5,2,0.45,0.55,408,507,0.8034264184397164,0.8052482269503546,14,17,3,1,0,0,1,0,8,5,0
24,8,8,4,0.65,0.35,578,314,0.8034264184397164,0.8052482269503546,11,9,1,0,0,0,0,1,6,1,2
15,9,3,1,0.71,0.29,661,262,0.8034264184397164,0.8052482269503546,19,18,1,2,0,1,1,1,8,5,1
16,13,7,2,0.49,0.51,366,367,0.8034264184397164,0.8052482269503546,21,19,1,1,0,0,0,3,5,6,2
9,12,6,1,0.48,0.52,327,336,0.8034264184397164,0.8052482269503546,25,18,4,4,0,0,2,3,5,2,2
16,15,7,9,0.57,0.43,492,383,0.8034264184397164,0.8052482269503546,18,24,2,6,0,0,1,1,2,3,2
9,16,3,2,0.4,0.6,388,549,0.8034264184397164,0.8052482269503546,9,16,0,1,0,0,1,1,2,11,0
23,4,9,1,0.59,0.41,601,434,0.8034264184397164,0.8052482269503546,14,17,3,5,1,0,3,0,3,4,0
9,13,3,6,0.37,0.63,306,514,0.8034264184397164,0.8052482269503546,23,15,4,4,0,0,1,2,2,3,0
18,7,5,3,0.57,0.43,450,365,0.8034264184397164,0.8052482269503546,13,20,3,3,0,0,1,1,6,3,2
12,7,3,4,0.52,0.48,344,328,0.8034264184397164,0.8052482269503546,17,26,3,5,0,0,4,0,5,3,0
10,26,4,7,0.3,0.7,232,503,0.8034264184397164,0.8052482269503546,18,14,4,5,1,0,2,0,3,15,0
12,16,4,4,0.42,0.58,415,543,0.8034264184397164,0.8052482269503546,12,19,1,3,0,0,6,6,4,10,2
12,15,5,4,0.59,0.41,504,355,0.8034264184397164,0.8052482269503546,7,20,1,3,0,0,2,0,4,7,1
13,10,1,4,0.49,0.51,451,472,0.8034264184397164,0.8052482269503546,20,21,4,2,0,0,0,1,3,3,2
12,15,3,3,0.55,0.45,407,342,0.8034264184397164,0.8052482269503546,22,14,5,2,0,0,1,0,8,6,2
14,13,5,6,0.46,0.54,402,480,0.8034264184397164,0.8052482269503546,18,15,2,2,1,1,1,1,10,8,1
9,18,1,6,0.38,0.62,355,603,0.8034264184397164,0.8052482269503546,18,9,2,1,0,0,1,1,6,3,1
26,7,10,4,0.67,0.33,531,271,0.8034264184397164,0.8052482269503546,18,15,4,5,0,0,2,1,10,2,2
13,11,6,1,0.51,0.49,487,460,0.8034264184397164,0.8052482269503546,18,12,1,4,0,0,4,1,4,6,2
12,10,7,4,0.56,0.44,569,454,0.8034264184397164,0.8052482269503546,10,2,2,1,0,0,4,1,5,3,1
10,13,6,3,0.52,0.48,453,419,0.8034264184397164,0.8052482269503546,13,12,1,3,0,0,1,2,3,7,1
14,10,6,6,0.65,0.35,497,286,0.8034264184397164,0.8052482269503546,15,21,4,2,0,0,4,1,5,0,2
22,7,4,1,0.62,0.38,521,335,0.8034264184397164,0.8052482269503546,16,15,3,3,0,0,3,1,7,1,0
7,10,4,4,0.63,0.37,668,389,0.8034264184397164,0.8052482269503546,18,13,3,1,0,0,2,1,0,8,1
11,11,4,5,0.68,0.32,567,271,0.8034264184397164,0.8052482269503546,12,20,2,4,0,0,0,5,8,2,1
19,7,3,5,0.66,0.34,635,338,0.8034264184397164,0.8052482269503546,10,22,1,3,0,0,1,4,7,3,2
9,8,2,3,0.51,0.49,419,408,0.8034264184397164,0.8052482269503546,21,13,0,0,0,0,1,0,6,3,1
13,12,3,3,0.62,0.38,544,324,0.8034264184397164,0.8052482269503546,16,22,1,3,0,0,0,1,8,4,0
6,13,0,3,0.51,0.49,399,377,0.8034264184397164,0.8052482269503546,16,17,4,1,0,0,0,2,2,7,0
15,9,3,3,0.46,0.54,329,414,0.8034264184397164,0.8052482269503546,14,12,1,1,0,0,2,4,12,5,0
9,10,2,3,0.51,0.49,331,339,0.8034264184397164,0.8052482269503546,27,20,2,3,0,0,1,0,6,5,1
20,8,6,1,0.6,0.4,424,298,0.8034264184397164,0.8052482269503546,14,11,1,3,0,0,0,2,7,4,2
19,9,4,4,0.58,0.42,432,333,0.8034264184397164,0.8052482269503546,18,19,3,4,2,1,0,0,7,4,1
9,9,5,2,0.3,0.7,296,681,0.8034264184397164,0.8052482269503546,10,14,1,1,0,0,1,2,1,8,0
20,9,6,1,0.53,0.47,465,417,0.8034264184397164,0.8052482269503546,22,17,4,1,0,1,1,1,7,5,1
12,7,2,3,0.41,0.59,354,530,0.8034264184397164,0.8052482269503546,17,13,1,2,0,0,3,4,9,5,0
13,14,7,5,0.37,0.63,326,541,0.8034264184397164,0.8052482269503546,18,15,3,1,0,0,0,0,4,8,1
11,19,3,9,0.43,0.57,344,455,0.8034264184397164,0.8052482269503546,15,13,4,2,0,0,0,4,5,8,1
15,7,3,2,0.53,0.47,522,480,0.8034264184397164,0.8052482269503546,7,10,2,2,0,0,2,2,5,4,0
16,5,4,3,0.73,0.27,737,290,0.8034264184397164,0.8052482269503546,9,21,1,2,0,0,5,2,9,1,2
13,17,3,6,0.4,0.6,347,515,0.8034264184397164,0.8052482269503546,13,12,3,2,0,0,1,7,3,6,1
7,14,1,3,0.53,0.47,507,458,0.8034264184397164,0.8052482269503546,11,26,2,2,0,0,2,0,2,2,0
9,11,0,5,0.56,0.44,526,432,0.8034264184397164,0.8052482269503546,12,11,0,1,0,0,0,6,3,5,1
12,14,6,1,0.51,0.49,393,397,0.8034264184397164,0.8052482269503546,18,18,4,4,0,0,1,0,7,3,1
15,12,7,3,0.63,0.37,522,309,0.8034264184397164,0.8052482269503546,16,17,3,1,0,0,1,0,9,5,0
9,11,0,5,0.56,0.44,473,402,0.8034264184397164,0.8052482269503546,18,18,4,0,0,0,0,2,6,3,1
13,13,5,3,0.29,0.71,247,572,0.8034264184397164,0.8052482269503546,24,11,4,1,0,0,0,0,3,14,2
12,20,4,2,0.44,0.56,325,428,0.8034264184397164,0.8052482269503546,13,7,3,1,0,0,2,1,8,5,0
7,13,2,4,0.66,0.34,567,292,0.8034264184397164,0.8052482269503546,7,13,4,1,0,0,2,0,3,1,2
8,20,1,4,0.57,0.43,490,386,0.8034264184397164,0.8052482269503546,14,12,2,4,0,0,1,1,2,1,2
8,31,3,7,0.32,0.68,290,591,0.8034264184397164,0.8052482269503546,17,15,5,1,0,0,3,0,4,11,2
10,25,3,8,0.42,0.58,364,484,0.8034264184397164,0.8052482269503546,8,12,2,1,0,0,3,2,2,8,1
17,12,6,3,0.53,0.47,519,476,0.8034264184397164,0.8052482269503546,6,11,0,2,0,0,2,1,6,1,1
11,16,6,6,0.41,0.59,353,506,0.8034264184397164,0.8052482269503546,20,19,4,4,0,0,1,2,3,4,2
13,12,4,4,0.38,0.62,316,520,0.8034264184397164,0.8052482269503546,14,9,2,0,0,0,2,0,7,3,2
18,9,5,3,0.55,0.45,466,402,0.8034264184397164,0.8052482269503546,13,18,0,2,0,0,1,1,7,5,0
9,13,2,3,0.41,0.59,322,446,0.8034264184397164,0.8052482269503546,18,22,4,5,0,0,6,0,1,7,1
9,15,6,5,0.67,0.33,482,245,0.8034264184397164,0.8052482269503546,18,22,2,2,2,1,2,5,7,3,2
5,14,2,7,0.48,0.52,501,541,0.8034264184397164,0.8052482269503546,21,8,5,1,0,0,2,2,2,3,1
21,9,6,5,0.62,0.38,455,299,0.8034264184397164,0.8052482269503546,14,18,3,3,0,2,4,3,9,4,0
14,8,3,2,0.64,0.36,628,368,0.8034264184397164,0.8052482269503546,11,18,0,3,0,0,3,0,8,0,1
9,13,3,6,0.46,0.54,411,453,0.8034264184397164,0.8052482269503546,12,9,2,1,1,0,1,1,3,7,0
11,27,5,3,0.26,0.74,243,630,0.8034264184397164,0.8052482269503546,17,13,5,4,0,0,3,2,3,9,2
17,4,6,1,0.64,0.36,504,284,0.8034264184397164,0.8052482269503546,16,15,1,3,0,1,1,2,6,2,0
8,19,4,4,0.45,0.55,365,417,0.8034264184397164,0.8052482269503546,11,9,3,1,1,0,2,2,3,6,0
14,14,4,8,0.56,0.44,463,364,0.8034264184397164,0.8052482269503546,17,9,5,3,0,0,3,3,5,5,1
