chutes_1,chutes_2,chutes_no_alvo_1,chutes_no_alvo_2,posse_de_bola_1,posse_de_bola_2,passes_1,passes_2,precisao_passes_1,precisao_passes_2,faltas_1,faltas_2,cartao_amarelo_1,cartao_amarelo_2,cartao_vermelho_1,cartao_vermelho_2,impedimentos_1,impedimentos_2,escanteios_1,escanteios_2,resultado
9,12,1,2,0.61,0.39,499,331,0.87,0.83,20,15,1,1,0,0,1,2,5,3,1
12,16,3,8,0.46,0.54,433,489,0.81,0.84,11,18,0,2,0,0,1,3,5,4,2
12,8,2,2,0.45,0.55,390,471,0.82,0.83,17,13,2,1,0,0,4,1,6,2,0
10,17,5,7,0.65,0.35,622,347,0.89,0.83,8,14,0,2,0,0,0,2,8,5,1
18,10,6,5,0.59,0.41,402,300,0.83,0.68,11,10,1,1,0,1,3,1,9,3,0
10,7,2,3,0.53,0.47,415,370,0.79,0.75,12,10,1,5,0,0,0,2,2,7,2
16,8,2,2,0.7,0.3,559,234,0.85,0.73,13,24,2,5,1,0,1,3,6,1,0
9,15,3,6,0.47,0.53,425,489,0.8,0.82,15,12,1,1,0,0,0,0,2,4,1
19,16,4,4,0.56,0.44,495,395,0.84,0.79,8,9,1,1,0,0,0,2,5,9,0
31,9,7,4,0.66,0.34,544,306,0.86,0.73,8,14,1,1,0,0,4,3,13,3,2
16,8,4,2,0.44,0.56,479,599,0.85,0.86,12,7,1,0,1,0,1,1,4,2,2
18,12,5,5,0.63,0.37,582,338,0.84,0.73,12,13,2,0,0,0,0,1,5,4,0
13,10,4,4,0.48,0.52,406,434,0.77,0.81,14,19,2,2,0,0,1,2,4,4,0
12,15,3,4,0.52,0.48,422,382,0.79,0.76,17,15,2,2,0,0,0,0,7,3,2
9,19,3,7,0.34,0.66,306,602,0.8,0.87,16,16,3,3,0,0,2,1,6,6,0
14,10,3,3,0.51,0.49,440,449,0.81,0.79,14,15,2,0,0,0,2,2,9,0,2
20,15,7,2,0.55,0.45,415,354,0.81,0.79,17,17,0,1,1,0,1,2,11,5,0
18,11,11,2,0.51,0.49,456,445,0.86,0.87,14,14,4,4,0,0,2,3,5,4,2
6,11,1,2,0.56,0.44,593,462,0.87,0.85,7,17,2,1,0,1,0,0,4,6,2
16,11,3,4,0.49,0.51,459,489,0.86,0.84,10,16,3,0,0,0,4,1,8,3,1
19,6,4,2,0.38,0.62,285,481,0.71,0.77,19,13,1,2,0,0,2,1,9,2,1
7,9,4,2,0.61,0.39,460,298,0.82,0.75,21,15,5,2,0,0,3,0,8,3,0
7,8,3,3,0.48,0.52,397,429,0.76,0.81,15,13,2,1,0,0,1,3,6,6,0
5,26,0,8,0.33,0.67,333,653,0.75,0.9,16,18,3,4,0,0,1,1,1,17,0
10,6,2,4,0.52,0.48,398,391,0.75,0.77,21,19,4,2,0,0,3,2,8,3,1
19,11,4,5,0.65,0.35,539,307,0.85,0.76,15,17,2,5,0,0,2,2,7,4,0
12,7,6,2,0.64,0.36,579,330,0.87,0.78,23,18,2,1,0,0,1,1,7,2,0
13,18,8,6,0.4,0.6,315,467,0.69,0.78,25,7,3,1,0,0,2,0,6,4,1
18,14,5,5,0.64,0.36,551,330,0.89,0.74,11,11,1,3,0,0,1,0,5,3,1
16,9,3,2,0.59,0.41,481,346,0.86,0.78,10,9,1,1,0,1,2,3,9,7,0
12,11,7,2,0.41,0.59,437,628,0.85,0.89,20,15,4,3,0,0,1,0,2,2,0
9,11,2,3,0.45,0.55,439,519,0.82,0.84,4,18,0,0,0,0,0,1,4,8,2
27,7,6,1,0.56,0.44,426,350,0.81,0.75,14,17,1,1,0,0,3,1,9,5,1
3,17,1,6,0.37,0.63,349,560,0.74,0.86,13,12,4,3,1,0,1,4,0,5,2
22,12,6,5,0.44,0.56,387,501,0.82,0.87,13,17,2,4,0,1,1,2,6,3,2
13,10,4,1,0.35,0.65,312,566,0.68,0.82,20,16,4,1,0,0,0,0,1,5,0
8,13,1,3,0.59,0.41,508,359,0.83,0.78,9,22,0,0,0,0,0,0,4,5,1
12,11,5,4,0.59,0.41,509,379,0.89,0.81,14,15,0,2,1,0,2,1,7,4,2
14,11,4,4,0.48,0.52,451,488,0.81,0.84,13,18,1,2,0,0,1,1,5,4,2
8,11,2,5,0.48,0.52,444,481,0.82,0.85,10,10,2,4,0,0,2,2,5,4,0
8,8,5,7,0.42,0.58,309,417,0.78,0.83,16,16,5,4,0,0,0,3,4,5,1
14,11,3,4,0.51,0.49,434,449,0.83,0.79,21,20,4,1,0,0,2,1,5,4,2
13,15,7,3,0.46,0.54,419,461,0.83,0.85,14,16,2,2,0,0,1,1,1,8,2
27,15,7,3,0.6,0.4,479,341,0.86,0.82,18,7,5,1,0,1,0,0,9,3,1
22,7,9,1,0.6,0.4,560,367,0.87,0.82,18,13,2,3,0,0,0,3,6,4,1
7,10,1,4,0.49,0.51,390,390,0.73,0.71,13,17,2,3,0,0,0,0,4,6,0
13,15,3,5,0.41,0.59,372,528,0.74,0.81,16,13,1,4,0,0,0,0,4,2,0
18,11,5,5,0.59,0.41,497,358,0.88,0.86,12,15,3,1,1,1,2,1,8,4,1
13,11,5,4,0.52,0.48,443,410,0.79,0.77,18,11,1,2,0,0,1,1,8,6,1
16,15,7,8,0.35,0.65,350,656,0.78,0.86,13,8,0,1,0,1,1,1,2,5,0
11,9,5,1,0.38,0.62,330,534,0.73,0.85,17,16,4,3,0,0,0,2,4,2,2
7,12,3,5,0.59,0.41,476,334,0.85,0.82,15,16,2,2,1,0,1,2,1,5,0
6,9,2,4,0.59,0.41,452,322,0.78,0.76,17,18,3,1,0,0,4,5,8,3,0
24,9,8,1,0.59,0.41,485,339,0.79,0.76,8,18,0,2,0,1,1,1,8,5,1
8,16,3,5,0.49,0.51,423,430,0.84,0.82,8,11,1,1,0,0,2,3,5,9,1
11,7,4,0,0.51,0.49,501,495,0.83,0.82,12,14,1,1,0,0,1,0,5,3,0
15,9,2,5,0.42,0.58,369,505,0.76,0.84,9,12,1,1,0,0,5,2,6,6,0
15,12,2,7,0.42,0.58,347,503,0.73,0.8,15,19,2,2,0,0,0,0,7,8,1
16,7,6,4,0.43,0.57,404,521,0.81,0.86,11,19,2,2,0,0,2,0,4,2,1
19,6,3,4,0.63,0.37,534,325,0.86,0.77,16,15,0,3,0,0,1,2,5,2,1
15,16,7,5,0.46,0.54,437,514,0.82,0.85,18,17,5,1,0,0,0,0,7,3,1
18,15,5,7,0.57,0.43,452,363,0.82,0.76,19,14,5,2,0,0,2,0,3,3,2
6,16,2,3,0.43,0.57,312,395,0.72,0.75,16,10,4,1,0,0,2,1,4,8,0
14,9,3,2,0.53,0.47,368,322,0.79,0.78,13,20,1,2,0,0,0,2,4,3,2
6,14,5,4,0.32,0.68,219,466,0.7,0.87,20,14,4,1,0,0,1,4,4,10,2
11,15,7,5,0.62,0.38,595,349,0.9,0.82,6,10,0,0,0,0,1,1,8,6,0
10,6,3,4,0.57,0.43,490,371,0.86,0.78,16,15,4,2,0,0,2,1,7,6,1
11,9,4,2,0.72,0.28,777,295,0.9,0.77,13,14,2,2,0,0,1,2,2,3,1
6,17,2,8,0.37,0.63,345,571,0.72,0.84,11,11,1,1,0,0,1,3,7,7,0
15,10,3,4,0.74,0.26,602,215,0.88,0.68,19,13,1,1,0,0,3,1,8,2,0
22,9,7,6,0.65,0.35,520,293,0.87,0.76,21,18,2,1,0,0,0,0,11,2,2
3,21,2,11,0.28,0.72,288,731,0.74,0.89,18,14,0,0,1,0,0,0,0,7,1
10,16,4,5,0.34,0.66,282,551,0.66,0.85,12,17,2,1,0,0,1,3,4,11,0
12,15,4,3,0.39,0.61,324,487,0.82,0.85,16,12,3,3,0,0,1,2,7,11,2
14,9,8,1,0.44,0.56,468,572,0.88,0.89,11,11,2,2,0,0,1,1,0,6,1
16,9,5,1,0.48,0.52,337,373,0.77,0.76,22,16,5,2,0,0,1,1,9,5,0
13,11,4,3,0.42,0.58,324,441,0.76,0.82,13,20,1,3,0,0,1,1,10,4,0
5,20,2,7,0.37,0.63,360,571,0.68,0.84,10,15,2,2,0,0,1,0,3,7,0
10,8,4,3,0.46,0.54,403,461,0.79,0.82,16,13,2,2,0,0,0,1,4,5,2
27,14,6,5,0.61,0.39,436,301,0.85,0.7,14,17,2,3,0,0,1,2,8,5,1
6,14,3,3,0.39,0.61,300,431,0.7,0.79,13,19,4,2,0,0,2,3,3,9,0
11,14,2,1,0.47,0.53,389,419,0.81,0.83,17,15,2,2,0,0,1,3,6,3,0
11,12,5,4,0.45,0.55,352,428,0.8,0.82,10,12,3,1,0,0,2,2,5,8,1
9,11,3,3,0.67,0.33,707,340,0.9,0.81,7,14,0,3,0,0,1,1,4,7,1
13,6,6,2,0.61,0.39,522,343,0.88,0.79,17,10,2,0,0,1,0,3,5,3,2
16,8,3,4,0.59,0.41,482,347,0.84,0.74,14,9,1,2,0,0,1,0,5,2,2
12,20,6,6,0.44,0.56,379,457,0.81,0.82,15,14,2,1,0,0,0,4,3,8,2
14,10,5,2,0.59,0.41,428,303,0.8,0.73,24,26,6,3,0,0,0,0,3,4,0
10,15,4,11,0.49,0.51,422,434,0.81,0.83,14,16,1,3,0,0,1,1,7,7,1
8,13,3,5,0.4,0.6,319,446,0.75,0.82,25,14,5,4,1,0,1,1,3,9,1
9,15,2,6,0.66,0.34,568,299,0.87,0.74,16,14,2,2,0,0,0,1,2,4,0
5,11,3,3,0.61,0.39,483,308,0.85,0.78,13,12,4,1,0,1,0,0,4,5,1
17,9,5,2,0.52,0.48,375,374,0.83,0.83,22,13,4,2,0,1,3,1,14,5,0
5,14,1,6,0.4,0.6,336,500,0.8,0.87,13,10,7,2,0,0,1,0,2,4,1
20,14,6,3,0.37,0.63,313,512,0.71,0.82,17,13,4,5,0,0,3,0,5,8,0
10,14,2,6,0.36,0.64,311,553,0.81,0.87,14,17,3,2,0,0,1,0,6,6,1
22,13,8,5,0.47,0.53,393,439,0.8,0.82,13,17,2,2,0,0,0,2,10,4,1
13,8,4,1,0.46,0.54,503,568,0.89,0.9,9,4,1,1,0,0,0,1,3,8,1
10,10,2,6,0.51,0.49,370,355,0.71,0.74,23,21,2,1,0,0,1,2,6,4,1
16,13,8,3,0.55,0.45,491,394,0.84,0.83,14,8,4,0,0,0,2,1,2,5,1
12,23,7,8,0.36,0.64,236,422,0.64,0.8,14,18,3,3,0,0,0,3,10,10,0
8,14,1,5,0.37,0.63,291,498,0.72,0.83,20,12,3,1,0,0,2,4,3,3,2
15,13,6,3,0.55,0.45,382,320,0.75,0.69,12,22,1,2,0,0,3,2,8,7,0
16,6,6,2,0.52,0.48,439,420,0.83,0.83,22,15,2,1,0,0,0,1,6,1,2
16,14,3,4,0.53,0.47,449,423,0.88,0.83,13,21,3,4,0,1,4,0,5,6,1
23,19,9,6,0.59,0.41,458,326,0.79,0.72,13,14,2,7,0,0,2,0,11,1,0
14,6,7,3,0.55,0.45,492,408,0.82,0.81,24,15,1,3,0,0,1,0,6,1,1
22,9,3,4,0.64,0.36,593,335,0.88,0.77,7,8,0,1,0,0,1,1,8,3,1
10,14,2,3,0.54,0.46,461,385,0.83,0.77,11,14,3,1,0,0,2,0,4,8,0
16,2,4,0,0.71,0.29,691,303,0.86,0.67,12,7,1,1,0,0,1,2,12,2,0
10,8,2,2,0.55,0.45,500,420,0.86,0.81,8,21,2,3,0,0,2,4,5,6,1
12,14,5,5,0.53,0.47,427,368,0.83,0.82,11,19,2,4,0,0,3,2,6,7,2
9,15,4,6,0.42,0.58,353,473,0.77,0.85,18,13,5,2,0,0,1,1,1,6,0
14,16,6,4,0.49,0.51,431,441,0.8,0.82,10,12,1,2,1,0,1,3,3,5,2
26,4,8,2,0.63,0.37,496,294,0.87,0.72,15,20,1,2,0,0,0,2,9,3,0
11,16,6,3,0.27,0.73,206,543,0.64,0.84,22,16,6,3,0,0,1,1,5,7,1
16,13,7,4,0.54,0.46,442,365,0.84,0.81,13,12,2,2,0,0,0,0,4,10,1
13,11,2,6,0.51,0.49,514,482,0.83,0.84,11,23,3,3,1,1,1,4,2,3,0
7,21,2,9,0.46,0.54,428,487,0.82,0.85,13,12,0,0,0,0,0,1,2,7,1
16,15,5,5,0.44,0.56,357,441,0.8,0.82,14,19,3,0,0,0,1,2,3,5,1
15,11,6,1,0.53,0.47,519,450,0.87,0.84,6,11,1,1,0,0,0,0,4,9,1
11,19,6,5,0.46,0.54,360,404,0.79,0.84,11,17,2,7,0,1,0,1,3,11,1
6,37,1,16,0.35,0.65,284,472,0.7,0.84,20,10,3,1,0,0,0,1,0,23,1
11,17,5,4,0.44,0.56,385,468,0.76,0.81,18,10,2,2,0,0,0,0,2,4,1
13,9,7,4,0.55,0.45,410,352,0.83,0.82,19,13,3,1,0,1,0,2,8,5,0
16,17,3,4,0.45,0.55,387,472,0.82,0.83,17,14,3,6,0,0,0,0,8,7,1
10,29,2,6,0.33,0.67,305,584,0.72,0.83,9,11,2,1,0,0,1,0,2,8,2
16,8,2,3,0.63,0.37,453,269,0.77,0.7,19,22,2,4,0,0,1,1,7,2,1
18,9,3,0,0.6,0.4,475,326,0.82,0.66,13,17,2,1,0,0,2,0,7,3,0
12,23,8,8,0.55,0.45,401,335,0.75,0.71,19,13,5,0,0,0,2,1,5,7,1
15,11,5,5,0.49,0.51,397,410,0.8,0.81,26,12,5,2,0,0,2,0,4,2,2
17,8,0,2,0.73,0.27,546,217,0.88,0.7,7,8,2,4,0,1,3,1,7,4,1
21,9,8,3,0.53,0.47,494,457,0.85,0.81,17,13,0,2,0,0,4,0,5,1,1
16,22,3,6,0.51,0.49,429,403,0.81,0.84,13,15,3,4,0,0,0,2,3,6,1
20,13,6,8,0.58,0.42,484,363,0.86,0.83,8,16,2,3,0,0,1,1,7,2,1
18,2,5,2,0.8,0.2,746,200,0.9,0.68,12,19,1,4,0,0,0,0,14,0,1
13,21,6,5,0.42,0.58,311,407,0.72,0.79,15,8,2,4,0,0,0,3,3,7,0
15,14,4,5,0.53,0.47,445,388,0.82,0.82,10,14,5,6,0,0,2,2,1,8,1
7,16,2,3,0.43,0.57,385,480,0.81,0.86,15,13,1,1,0,0,0,3,2,6,0
23,10,7,2,0.52,0.48,480,443,0.85,0.8,10,15,2,1,0,0,4,2,9,7,1
9,14,2,6,0.41,0.59,367,501,0.79,0.86,26,18,3,3,0,0,2,0,4,8,1
9,8,2,5,0.39,0.61,296,451,0.72,0.8,19,17,1,3,1,1,1,1,4,8,1
8,21,2,3,0.38,0.62,325,534,0.77,0.85,12,11,1,1,0,0,2,2,4,5,1
12,15,4,6,0.49,0.51,426,453,0.83,0.83,14,17,3,2,0,0,1,2,4,2,2
8,11,5,3,0.41,0.59,337,452,0.75,0.82,25,16,3,2,0,0,1,1,1,5,2
16,18,4,7,0.43,0.57,372,479,0.79,0.81,10,21,2,3,0,0,2,1,1,9,1
15,8,4,3,0.43,0.57,378,521,0.79,0.85,11,18,1,2,0,0,4,4,11,6,1
7,16,1,4,0.51,0.49,347,333,0.76,0.78,13,15,1,3,0,0,4,2,4,8,1
14,21,3,10,0.4,0.6,302,452,0.69,0.84,14,11,2,3,1,1,3,5,7,6,0
11,25,5,7,0.54,0.46,513,445,0.84,0.83,9,18,1,3,0,0,1,0,0,6,1
14,13,4,4,0.48,0.52,407,429,0.76,0.82,10,9,3,4,1,0,2,0,3,6,1
14,11,3,5,0.58,0.42,478,361,0.82,0.78,10,11,1,2,0,0,0,3,7,5,1
7,11,0,5,0.54,0.46,493,434,0.88,0.87,4,20,2,2,0,0,1,1,5,8,1
14,10,7,0,0.49,0.51,443,442,0.89,0.88,10,13,1,3,0,0,1,0,5,8,1
14,14,3,3,0.54,0.46,483,416,0.85,0.86,15,19,4,2,0,0,0,1,3,2,1
15,11,3,3,0.4,0.6,333,471,0.77,0.83,15,11,4,5,0,0,5,3,6,5,0
14,11,6,3,0.59,0.41,497,346,0.82,0.76,14,11,3,2,0,1,1,0,9,6,2
17,7,6,2,0.68,0.32,557,268,0.89,0.74,14,9,0,1,1,2,3,2,8,3,1
12,26,6,8,0.4,0.6,362,515,0.74,0.83,14,16,3,1,0,0,1,3,3,9,1
9,6,3,0,0.66,0.34,423,233,0.75,0.57,13,13,2,3,0,0,2,5,14,2,0
13,11,2,5,0.56,0.44,437,356,0.84,0.79,12,25,4,3,0,0,2,1,5,2,1
16,10,4,1,0.47,0.53,380,423,0.81,0.85,17,13,7,3,0,0,4,1,5,5,1
12,9,4,6,0.55,0.45,536,444,0.88,0.85,15,9,1,1,0,0,1,3,4,5,1
15,6,7,3,0.6,0.4,549,375,0.88,0.78,9,6,1,1,0,1,2,0,3,1,2
9,11,3,4,0.53,0.47,480,443,0.83,0.84,12,20,3,4,1,2,0,0,5,2,1
21,12,8,3,0.62,0.38,472,291,0.84,0.75,17,12,2,1,0,0,1,0,6,2,1
12,10,4,3,0.55,0.45,473,408,0.89,0.83,15,17,3,3,0,0,2,0,6,3,2
9,8,2,1,0.56,0.44,520,408,0.85,0.8,14,15,2,1,0,0,1,0,6,3,2
7,25,2,10,0.47,0.53,417,451,0.8,0.82,17,15,2,0,0,0,0,2,1,11,1
14,23,1,4,0.41,0.59,353,498,0.73,0.82,14,7,1,1,0,0,1,2,5,2,0
9,15,3,5,0.43,0.57,395,523,0.83,0.83,14,14,1,2,0,0,1,0,2,5,1
11,21,4,5,0.52,0.48,429,408,0.82,0.84,17,14,1,4,0,0,1,1,4,6,1
17,13,8,5,0.63,0.37,402,239,0.8,0.61,14,14,1,4,0,0,1,2,5,1,2
16,16,6,4,0.43,0.57,342,422,0.78,0.83,19,12,2,1,0,0,3,1,3,7,2
15,7,7,1,0.33,0.67,309,619,0.77,0.86,20,19,2,1,0,0,1,1,2,5,1
22,6,6,1,0.57,0.43,493,390,0.83,0.73,15,8,1,2,0,0,2,0,8,1,1
14,16,4,4,0.58,0.42,498,369,0.83,0.83,14,19,3,1,0,0,0,0,5,3,1
18,2,5,0,0.61,0.39,588,387,0.9,0.8,20,13,1,2,0,0,1,0,5,1,1
10,24,4,6,0.37,0.63,308,518,0.7,0.84,19,18,1,1,0,0,0,0,4,4,2
13,8,4,3,0.67,0.33,528,267,0.83,0.7,12,22,2,3,0,0,2,2,6,2,1
5,20,2,4,0.4,0.6,320,459,0.76,0.84,21,10,3,0,0,0,5,0,1,10,0
15,22,8,9,0.48,0.52,439,452,0.83,0.84,13,14,1,2,0,0,3,3,5,8,2
23,9,11,1,0.65,0.35,640,344,0.9,0.86,6,8,1,0,0,0,0,1,11,4,1
11,9,5,3,0.48,0.52,384,415,0.8,0.82,21,17,1,2,0,0,1,0,2,1,1
8,19,0,3,0.45,0.55,391,470,0.76,0.82,9,12,0,1,0,0,4,0,4,8,0
12,18,6,8,0.49,0.51,433,427,0.83,0.81,14,14,2,2,0,2,1,2,4,5,0
12,15,5,8,0.49,0.51,431,434,0.87,0.87,16,19,2,1,0,0,1,2,2,6,0
15,11,5,7,0.57,0.43,410,314,0.82,0.77,22,16,3,4,0,0,0,0,6,2,0
20,3,2,0,0.71,0.29,597,252,0.84,0.64,14,15,3,2,0,0,1,2,9,0,0
9,14,1,4,0.3,0.7,262,583,0.69,0.87,20,18,5,5,0,1,1,0,1,7,1
11,15,2,6,0.44,0.56,331,424,0.75,0.86,15,15,2,3,0,0,5,3,4,6,1
15,15,5,6,0.37,0.63,337,565,0.79,0.86,16,13,3,4,0,0,0,0,2,5,1
13,11,6,3,0.34,0.66,236,442,0.66,0.81,15,15,3,3,0,0,1,0,3,9,1
13,11,3,5,0.49,0.51,353,357,0.72,0.78,14,21,2,3,0,0,0,0,5,6,0
20,7,9,4,0.49,0.51,395,402,0.84,0.84,16,14,0,1,0,0,2,0,7,5,1
11,16,2,5,0.34,0.66,334,660,0.79,0.87,19,14,3,5,0,0,1,1,3,10,1
9,6,4,4,0.48,0.52,305,334,0.81,0.8,22,18,6,3,0,0,0,0,7,3,1
17,13,6,5,0.54,0.46,478,412,0.84,0.82,16,17,1,2,0,0,1,1,3,5,0
14,12,2,3,0.52,0.48,364,358,0.81,0.79,20,16,2,5,1,0,0,6,5,4,1
13,9,0,2,0.54,0.46,376,334,0.81,0.76,25,15,3,3,0,0,2,2,4,0,1
24,10,7,3,0.53,0.47,409,369,0.79,0.76,10,11,2,2,0,0,0,0,8,9,1
15,12,5,4,0.52,0.48,427,410,0.84,0.83,20,19,6,1,0,0,3,3,8,6,1
13,21,5,6,0.41,0.59,337,455,0.78,0.84,10,15,1,4,1,0,0,3,4,12,2
19,13,9,3,0.53,0.47,425,387,0.8,0.77,12,13,3,2,0,0,1,1,6,4,2
17,5,8,1,0.45,0.55,398,488,0.76,0.82,17,13,3,2,0,0,0,1,6,0,1
8,19,1,3,0.35,0.65,273,502,0.76,0.89,14,15,5,4,1,0,2,1,2,8,1
15,22,9,7,0.47,0.53,397,426,0.85,0.87,13,11,2,3,0,0,0,0,6,6,0
9,8,1,0,0.57,0.43,477,354,0.84,0.77,17,17,3,2,0,0,0,3,4,3,2
11,15,3,4,0.47,0.53,363,411,0.79,0.84,14,20,0,2,0,0,0,2,4,5,1
14,9,6,1,0.37,0.63,285,512,0.74,0.87,14,20,2,5,1,1,0,1,11,3,1
18,13,11,6,0.38,0.62,361,580,0.85,0.87,10,5,2,1,0,0,0,1,3,5,1
11,12,3,3,0.72,0.28,633,249,0.9,0.74,7,22,1,3,0,0,3,0,2,5,0
18,15,1,3,0.47,0.53,329,357,0.71,0.73,13,14,2,0,0,0,2,3,3,7,0
4,23,0,4,0.28,0.72,249,600,0.62,0.83,10,11,1,1,0,0,0,4,1,8,0
13,9,6,3,0.54,0.46,356,291,0.78,0.79,25,13,5,3,0,0,0,1,7,6,1
8,13,1,3,0.36,0.64,279,489,0.71,0.82,22,23,1,3,0,0,4,1,1,2,1
23,11,6,4,0.61,0.39,535,365,0.86,0.81,14,9,3,2,0,0,3,0,11,3,2
9,9,4,4,0.36,0.64,280,482,0.75,0.87,14,23,3,3,0,0,4,3,1,5,2
25,14,4,6,0.71,0.29,526,213,0.88,0.73,27,16,4,3,0,1,0,0,3,6,2
7,18,4,6,0.37,0.63,338,569,0.81,0.89,14,17,1,1,0,0,0,1,4,6,0
9,14,6,6,0.48,0.52,312,338,0.72,0.8,17,15,2,4,0,0,1,3,3,6,1
12,13,6,3,0.48,0.52,439,466,0.88,0.88,7,15,2,4,0,0,0,1,6,4,1
12,31,2,9,0.31,0.69,289,620,0.69,0.85,18,4,2,0,0,0,2,0,5,8,1
22,3,8,0,0.68,0.32,541,260,0.88,0.72,12,10,3,2,0,0,1,2,9,3,1
11,19,2,4,0.55,0.45,463,383,0.8,0.75,18,18,2,2,0,0,0,2,5,5,1
4,23,1,4,0.56,0.44,474,370,0.78,0.8,26,23,5,4,0,0,0,3,2,4,1
17,1,6,1,0.44,0.56,404,519,0.78,0.85,10,22,1,2,0,1,0,0,11,4,1
7,13,4,7,0.37,0.63,328,548,0.83,0.88,15,11,3,1,0,0,1,0,3,9,1
13,8,5,3,0.62,0.38,513,321,0.84,0.72,17,15,1,2,0,0,0,1,6,4,0
3,26,1,6,0.34,0.66,286,545,0.71,0.88,18,14,0,1,0,0,4,0,1,8,0
12,10,3,3,0.56,0.44,502,403,0.87,0.82,11,7,2,3,0,0,2,1,10,4,0
19,17,9,4,0.44,0.56,309,377,0.69,0.81,14,17,8,4,1,0,0,3,8,11,2
17,7,9,0,0.52,0.48,449,421,0.85,0.83,10,12,2,4,0,0,3,2,7,3,1
9,15,4,8,0.56,0.44,474,382,0.84,0.79,6,18,1,4,0,0,0,1,2,4,2
15,6,5,1,0.52,0.48,534,491,0.87,0.85,12,18,2,4,0,0,2,0,3,3,1
9,22,4,5,0.34,0.66,245,444,0.69,0.84,23,22,3,2,0,0,0,1,1,7,2
7,13,1,2,0.41,0.59,395,541,0.75,0.84,18,20,3,3,2,0,2,3,1,6,1
18,7,8,0,0.55,0.45,517,435,0.88,0.86,17,14,1,3,0,0,2,2,5,5,1
15,13,2,7,0.49,0.51,418,420,0.79,0.81,17,16,5,4,0,0,1,5,4,5,0
9,22,6,6,0.24,0.76,198,607,0.6,0.84,16,7,4,0,0,0,0,2,2,6,0
14,15,4,5,0.55,0.45,597,506,0.86,0.85,22,12,1,1,0,0,1,5,7,2,1
13,22,4,9,0.55,0.45,444,378,0.81,0.81,11,19,0,3,1,0,2,2,5,5,1
5,12,1,3,0.38,0.62,333,525,0.73,0.86,18,14,2,1,0,0,1,0,2,5,2
15,22,7,6,0.35,0.65,287,519,0.77,0.87,22,10,2,4,0,0,2,0,4,7,1
19,6,8,1,0.53,0.47,420,372,0.87,0.84,17,25,2,6,0,0,2,1,2,3,1
17,12,5,3,0.56,0.44,521,408,0.84,0.81,14,9,3,2,0,0,0,1,5,2,2
18,7,5,3,0.52,0.48,476,453,0.82,0.77,15,13,5,5,0,0,0,3,8,5,1
18,5,8,3,0.59,0.41,485,366,0.88,0.79,12,9,1,4,0,0,1,2,13,2,1
18,11,4,3,0.65,0.35,469,257,0.8,0.68,16,15,1,4,1,0,1,2,4,2,2
17,10,2,2,0.57,0.43,444,347,0.86,0.76,15,21,3,4,0,0,1,1,9,6,0
15,24,3,7,0.33,0.67,242,495,0.67,0.83,13,12,5,2,0,0,1,2,6,9,0
10,11,2,6,0.41,0.59,354,500,0.75,0.81,15,10,4,2,0,0,2,1,6,5,1
7,20,1,7,0.56,0.44,426,339,0.84,0.78,14,13,2,1,0,0,0,3,3,12,1
12,12,4,2,0.42,0.58,383,503,0.76,0.85,12,15,3,5,0,0,2,4,4,5,2
20,11,5,4,0.61,0.39,659,415,0.89,0.85,10,8,2,1,0,0,0,0,3,3,0
18,19,8,2,0.39,0.61,324,490,0.75,0.85,16,8,2,0,0,0,2,1,3,8,1
13,10,2,4,0.58,0.42,428,314,0.82,0.77,18,19,1,4,1,0,2,1,6,7,2
9,17,2,2,0.37,0.63,320,526,0.75,0.85,11,5,2,1,0,0,2,2,2,7,0
18,14,5,4,0.6,0.4,376,255,0.81,0.7,20,20,5,5,0,1,3,0,5,3,1
7,13,3,6,0.46,0.54,364,417,0.75,0.79,19,12,1,0,0,0,4,3,6,11,1
14,18,4,6,0.56,0.44,447,357,0.76,0.77,11,20,1,5,0,1,4,0,5,4,2
7,21,2,5,0.3,0.7,253,582,0.7,0.88,20,15,5,4,0,0,0,2,0,10,0
14,17,7,5,0.49,0.51,473,475,0.85,0.89,14,12,0,2,0,0,0,1,6,4,0
7,17,4,4,0.39,0.61,256,402,0.72,0.83,18,14,5,2,0,0,2,2,4,6,0
15,6,5,3,0.44,0.56,335,422,0.73,0.8,14,14,3,1,0,0,4,1,4,9,1
20,7,8,4,0.55,0.45,438,386,0.89,0.81,13,16,0,2,0,1,1,2,8,1,1
11,23,4,3,0.39,0.61,378,537,0.78,0.85,16,15,4,2,0,0,0,0,2,18,0
8,10,3,3,0.43,0.57,353,459,0.81,0.86,8,15,4,2,0,0,0,2,4,2,1
12,23,9,8,0.31,0.69,261,539,0.59,0.8,22,7,3,4,1,0,3,3,3,11,2
15,16,9,3,0.4,0.6,285,408,0.74,0.78,19,8,5,4,0,0,1,1,4,9,1
13,17,8,8,0.47,0.53,387,408,0.77,0.81,18,13,3,1,0,0,1,8,4,10,2
8,19,2,5,0.52,0.48,403,357,0.83,0.85,13,10,2,1,0,0,0,3,3,6,0
33,6,7,3,0.77,0.23,531,173,0.87,0.6,12,11,4,2,0,1,2,2,12,0,2
8,4,2,1,0.58,0.42,537,416,0.83,0.8,11,9,1,2,0,0,3,1,1,1,2
12,16,7,3,0.47,0.53,417,454,0.83,0.88,14,12,1,2,0,0,1,2,4,8,1
12,4,3,2,0.54,0.46,383,339,0.79,0.72,16,14,2,3,0,0,3,2,9,4,0
